match_no,team,coverage,jersey,player,dist_m,z1,z2,z3,z4,z5,hsr,sprints,top_speed
34,Ecuador,1.0,21,AlanFRANCO,8392.6,3567.6,3153.6,972.8,483.2,215.4,88.0,40.0,32.2
34,Ecuador,1.0,23,Moises CAICEDO,10036.2,3939.3,4263.8,1326.0,439.4,67.8,113.0,28.0,28.5
34,Ecuador,1.0,11,KevinRODRIGUEZ,5027.0,2203.3,1792.6,681.0,254.6,95.5,55.0,20.0,33.4
34,Ecuador,1.0,16,Jordy CAICEDO,659.8,245.7,234.1,91.7,52.5,35.8,7.0,4.0,30.4
34,Ecuador,1.0,17,Angelo PRECIADO,1515.6,526.1,690.4,202.9,77.4,18.7,16.0,6.0,26.6
34,Ecuador,1.0,20,NilsonANGULO,2834.6,1043.4,1058.8,446.5,191.2,94.7,33.0,12.0,32.8
35,Netherlands,1.0,1,BartVERBRUGGEN,5140.1,4061.9,992.1,86.2,,,11.0,,19.0
35,Netherlands,1.0,4,Virgil VAN DIJK,8985.8,4534.2,3085.2,869.5,337.9,159.1,74.0,30.0,32.3
35,Netherlands,1.0,6,JanPaulVANHECKE,9738.5,4171.9,4242.8,808.8,320.9,194.0,75.0,25.0,31.5
35,Netherlands,1.0,8,Ryan GRAVENBERCH,10505.2,4149.3,4158.4,1473.2,578.5,145.8,133.0,42.0,31.4
35,Netherlands,1.0,11,Cody GAKPO,9609.3,3866.8,3822.5,1189.0,505.9,225.1,107.0,47.0,32.2
35,Netherlands,1.0,14,Tijani REIJNDERS,7330.6,2657.7,3141.2,1031.7,364.9,135.2,102.0,31.0,30.1
35,Netherlands,1.0,15,MickyVAN DEVEN,9750.5,4665.4,3099.2,1268.3,393.7,323.9,100.0,35.0,36.8
35,Netherlands,1.0,18,Donyell MALEN,5048.7,2026.0,1955.4,617.4,328.6,121.3,56.0,31.0,31.6
35,Netherlands,1.0,19,BrianBROBBEY,7193.4,3352.7,2490.7,944.2,256.3,149.5,75.0,25.0,31.8
35,Netherlands,1.0,21,Frenkie DEJONG,7454.4,2532.0,3392.2,1061.9,367.7,100.6,96.0,26.0,30.4
35,Netherlands,1.0,22,DenzeI DUMFRIES,10231.6,4424.3,3710.9,1252.3,664.6,179.5,110.0,49.0,30.8
35,Netherlands,1.0,10,MemphisDEPAY,2886.2,915.1,1153.1,447.8,314.7,55.5,44.0,24.0,30.6
35,Netherlands,1.0,16,Guus TIL,4267.3,1315.1,1769.3,734.8,297.4,150.7,56.0,28.0,30.0
35,Netherlands,1.0,17,Noa LANG,675.0,186.6,266.1,108.4,83.0,30.9,10.0,7.0,28.7
35,Netherlands,1.0,20,TeunKOOPMEINERS,4388.1,1215.9,1968.6,857.5,298.2,47.8,65.0,22.0,29.3
35,Netherlands,1.0,24,CrysencioSUMMERVILLE,5169.9,1836.7,2098.7,693.2,378.6,162.7,53.0,33.0,31.6
35,Sweden,1.0,23,KristofferNORDFELDT,4735.6,3961.0,727.7,47.0,,,5.0,,18.6
35,Sweden,1.0,2,Gustaf LAGERBIELKE,10497.6,3695.5,4764.7,1457.6,468.9,110.8,120.0,37.0,30.3
35,Sweden,1.0,3,Victor LINDELOF,9297.1,3977.9,3745.8,1155.6,387.0,30.8,91.0,27.0,28.6
35,Sweden,1.0,4,Isak HIEN,9182.3,3692.9,4163.6,775.5,333.6,216.7,59.0,30.0,33.5
35,Sweden,1.0,5,GabrieIGUDMUNDSSON,10694.8,3677.9,4631.4,1390.6,645.0,349.9,111.0,47.0,31.4
35,Sweden,1.0,9,AlexanderISAK,9069.3,4003.0,3313.8,954.7,564.2,233.6,90.0,42.0,32.2
35,Sweden,1.0,10,BenjaminNYGREN,7553.1,1942.8,3378.5,1416.9,606.2,208.8,121.0,51.0,30.9
35,Sweden,1.0,16,JesperKARLSTROM,6944.3,2105.5,3489.6,939.3,307.1,102.8,86.0,25.0,31.3
35,Sweden,1.0,17,ViktorGYOKERES,10729.8,4226.2,4414.1,1298.1,531.9,259.5,121.0,48.0,33.3
35,Sweden,1.0,18,YasinAYARI,8974.1,3287.1,3893.7,1346.0,375.5,71.8,111.0,24.0,30.7
35,Sweden,1.0,21,AlexanderBERNHARDSSON,6510.5,2326.7,2852.6,870.1,305.0,156.2,82.0,25.0,31.1
35,Sweden,1.0,7,LucasBERGVALL,4709.8,1484.1,2007.7,788.1,298.3,131.5,66.0,24.0,32.3
35,Sweden,1.0,11,Anthony ELANGA,4005.8,1844.6,1311.8,322.2,302.9,224.2,28.0,25.0,36.5
35,Sweden,1.0,22,Besfort ZENELI,4952.0,1348.6,2049.7,1062.9,388.5,102.3,83.0,32.0,30.0
35,Sweden,1.0,24,ElliotSTROUD,393.0,70.5,155.8,58.7,39.1,69.0,5.0,2.0,29.2
35,Sweden,1.0,26,Taha ALI,1803.9,664.5,637.8,298.9,162.8,40.0,26.0,11.0,29.2
36,Japan,1.0,1,Zion SUZUKI,5410.5,3880.5,1384.6,112.4,25.8,7.2,13.0,2.0,25.7
36,Japan,1.0,4,Kou ITAKURA,9861.4,3996.5,4371.8,1068.1,302.0,122.9,87.0,27.0,30.9
36,Japan,1.0,7,Ao TANAKA,11177.0,3738.2,5399.9,1520.6,400.2,118.2,143.0,28.0,32.0
36,Japan,1.0,10,Ritsu DOAN,8422.1,3135.5,3592.0,913.8,558.2,222.6,77.0,44.0,31.3
36,Japan,1.0,13,KeitoNAKAMURA,8989.8,3428.4,3442.8,1366.9,563.6,188.2,112.0,44.0,33.1
36,Japan,1.0,14,Junya ITO,10155.9,4019.6,4198.0,1079.6,587.1,271.6,88.0,43.0,33.0
36,Japan,1.0,15,Daichi KAMADA,8404.8,3154.1,3416.2,1179.8,583.7,70.9,96.0,41.0,27.7
36,Japan,1.0,18,Ayase UEDA,9059.2,3608.9,3854.2,1024.8,397.2,174.1,85.0,33.0,32.5
36,Japan,1.0,21,Hiroki ITO,10361.4,4332.3,4213.9,1237.6,486.3,91.3,103.0,39.0,30.0
36,Japan,1.0,22,TakehiroTOMIYASU,8493.2,3215.3,3978.8,1029.8,235.1,34.3,81.0,18.0,28.4
36,Japan,1.0,24,Kaishu SANO,11503.9,3964.1,5272.6,1698.0,419.2,150.1,139.0,34.0,31.1
36,Japan,1.0,2,YukinariSUGAWARA,2445.7,993.7,982.9,249.7,112.3,107.0,16.0,10.0,32.6
36,Japan,1.0,9,Keisuke GOTO,1396.3,497.1,454.9,180.4,126.1,137.8,15.0,10.0,31.1
36,Japan,1.0,17,Yuito SUZUKI,2226.6,732.8,731.2,405.7,143.2,213.8,32.0,14.0,33.6
36,Japan,1.0,20,Ayumu SEKO,1869.7,705.5,891.2,215.9,42.2,15.0,16.0,4.0,26.5
36,Japan,1.0,25,JunnosukeSUZUKI,2449.6,915.7,881.6,330.8,273.4,48.0,29.0,18.0,28.6
37,Uruguay,1.0,23,Fernando MUSLERA,4683.1,3790.6,710.0,126.9,47.3,8.5,10.0,4.0,25.6
37,Uruguay,1.0,3,Sebastian CACERES,10113.9,4498.1,3903.6,1043.1,415.1,254.1,96.0,36.0,30.9
37,Uruguay,1.0,5,ManuelUGARTE,8202.7,3099.6,3705.0,931.9,393.3,72.9,83.0,28.0,29.2
37,Uruguay,1.0,6,Rodrigo BENTANCUR,11302.2,4878.3,4153.9,1269.8,744.7,255.4,118.0,59.0,31.5
37,Uruguay,1.0,8,FedericoVALVERDE,9718.3,3979.8,4332.0,893.6,326.1,186.9,76.0,26.0,33.6
37,Uruguay,1.0,13,GuillermoVARELA,11018.0,4083.5,4728.0,1273.8,636.4,296.3,107.0,50.0,32.4
37,Uruguay,1.0,14,Agustin CANOBBIO,11280.1,3641.8,4803.9,1546.4,899.0,389.0,127.0,68.0,32.7
37,Uruguay,1.0,16,MathiasOLIVERA,11355.3,4292.3,4449.3,1704.4,796.5,112.8,141.0,51.0,28.3
37,Uruguay,1.0,20,Maxi ARAUJO,8974.1,3460.3,3501.1,1106.6,595.5,310.6,100.0,53.0,32.2
37,Uruguay,1.0,21,Federico VINAS,7261.9,3413.9,2430.9,795.3,463.4,158.4,64.0,42.0,32.2
37,Uruguay,1.0,25,JuanManuelSANABRIA,11426.7,3912.5,4715.8,1809.2,826.8,162.3,167.0,65.0,32.0
37,Uruguay,1.0,7,NicolasDELACRUZ,2893.1,927.7,1072.7,500.7,258.9,133.1,40.0,20.0,29.9
37,Uruguay,1.0,9,Darwin NUNEZ,2699.2,1289.2,802.3,265.8,162.3,179.7,20.0,14.0,34.6
37,Uruguay,1.0,18,BrianRODRIGUEZ,1849.7,692.5,565.7,373.2,122.1,96.1,29.0,13.0,34.9
38,Saudi Arabia,1.0,21,MOHAMMEDALOWAIS,4673.1,3760.3,813.4,84.0,15.4,,10.0,1.0,24.1
38,Saudi Arabia,1.0,3,ALI LAJAMI,9099.1,4330.4,3437.1,894.2,346.8,90.6,83.0,29.0,31.6
38,Saudi Arabia,1.0,4,ABDULELAHALAMRI,6452.2,2627.4,2698.4,754.7,267.7,103.9,76.0,24.0,30.1
38,Saudi Arabia,1.0,5,HASSANALTAMBAKTI,10090.9,3652.5,4554.0,1217.6,518.3,148.6,128.0,40.0,32.2
38,Saudi Arabia,1.0,6,NASSERALDAWSARI,11676.3,3032.2,4851.7,2879.9,809.5,102.9,221.0,59.0,31.2
38,Saudi Arabia,1.0,7,MUSABALJUWAYR,6476.3,1868.8,2671.6,1391.3,441.8,102.9,109.0,32.0,30.3
38,Saudi Arabia,1.0,9,FERASALBRIKAN,7245.5,2637.4,3012.3,962.9,368.2,264.7,90.0,32.0,30.9
38,Saudi Arabia,1.0,10,SALEMALDAWSARI,11548.5,4099.8,4456.0,1930.2,823.0,239.5,173.0,67.0,33.3
38,Saudi Arabia,1.0,12,SAUDABDULHAMID,10416.8,3809.1,3954.3,1414.9,852.2,386.4,125.0,61.0,32.5
38,Saudi Arabia,1.0,15,ABDULLAHALKHAIBARI,6071.7,1666.3,3010.9,1075.6,274.9,44.0,91.0,24.0,27.4
38,Saudi Arabia,1.0,24,MOTEBALHARBI,10629.1,4189.8,4355.8,1126.8,598.7,357.9,107.0,48.0,33.7
38,Saudi Arabia,1.0,17,KHALIDALGHANNAM,790.3,216.8,420.3,116.6,36.6,,10.0,4.0,23.4
38,Saudi Arabia,1.0,18,ALAALHAJJI,4558.8,1046.1,2174.6,896.6,390.2,51.3,83.0,28.0,26.8
38,Saudi Arabia,1.0,19,ABDULLAHALHAMDDAN,6031.9,1944.9,2467.2,1013.7,464.4,141.7,100.0,32.0,30.5
38,Saudi Arabia,1.0,23,MOHAMEDKANNO,5336.4,1959.1,2213.4,786.9,248.9,128.1,69.0,19.0,29.9
38,Saudi Arabia,1.0,26,MOHAMMEDABUALSHAMAT,3905.9,1331.2,1638.4,563.7,274.2,98.4,51.0,20.0,31.3
39,Iran,1.0,1,AlirezaBEIRANVAND,4197.8,3759.4,412.2,26.2,,,3.0,,17.9
39,Iran,1.0,2,Saleh HARDANI,5086.1,2184.8,2108.0,528.4,197.7,67.3,50.0,17.0,29.8
39,Iran,1.0,3,EhsanHAJISAFI,8042.7,2871.9,3626.2,1081.8,382.8,80.0,93.0,33.0,28.2
39,Iran,1.0,4,ShojaKHALILZADEH,9163.2,4678.4,3271.8,861.8,244.4,106.8,71.0,24.0,30.1
39,Iran,1.0,6,SaeidEZATOLAHI,9882.3,3774.9,4494.5,1366.8,216.3,29.8,118.0,17.0,26.5
39,Iran,1.0,8,MohammadMoHEBBI,8659.3,2827.8,3317.5,1565.0,723.6,225.3,132.0,55.0,30.5
39,Iran,1.0,9,MehdiTAREMI,10415.0,4090.1,4061.6,1321.9,686.1,255.4,121.0,59.0,30.5
39,Iran,1.0,13,Hossein KANANI,9376.5,4392.4,3937.2,826.9,193.0,27.0,70.0,14.0,28.0
39,Iran,1.0,14,Saman GHODDOS,9475.7,2816.6,4711.8,1449.5,431.2,66.7,119.0,35.0,29.4
39,Iran,1.0,19,Ali NEMATI,10522.0,4338.2,4177.1,1268.2,486.9,251.6,126.0,41.0,32.9
39,Iran,1.0,23,RaminREZAEIAN,11597.8,3748.0,5360.8,1778.2,610.1,100.7,154.0,47.0,29.1
39,Iran,1.0,5,MiladMOHAMMADI,3423.9,1178.2,1388.9,551.4,218.5,86.9,48.0,20.0,29.0
39,Iran,1.0,7,AlirezaJAHANBAKHSH,5639.8,2124.6,2181.4,918.6,320.5,94.7,72.0,25.0,30.1
39,Iran,1.0,16,MehdiTORABI,3461.7,1254.6,1237.8,699.0,256.6,13.7,65.0,18.0,27.6
39,Iran,1.0,18,AmirhosseinHOSSEINZADEH,1288.1,313.4,590.3,292.1,84.8,7.5,24.0,8.0,26.0
39,Iran,1.0,20,ShahriyarMOGHANLOO,2345.7,586.7,1159.4,414.9,182.8,1.9,38.0,12.0,25.3
40,Egypt,1.0,23,MOSTAFASHOUBIR,5703.5,4442.2,1059.7,150.2,51.3,,13.0,3.0,22.8
40,Egypt,1.0,2,YASSERIBRAHIM,10180.4,3959.2,4325.0,1207.5,578.0,110.7,107.0,43.0,30.7
40,Egypt,1.0,3,MOHAMEDHANY,10285.8,4095.5,4047.0,1244.3,633.7,265.3,105.0,49.0,30.3
40,Egypt,1.0,8,EMAMASHOUR,9963.4,3345.3,4171.3,1537.4,735.5,174.0,140.0,51.0,30.8
40,Egypt,1.0,10,MOHAMEDSALAH,9658.2,3299.1,4330.7,1264.2,563.5,200.6,116.0,45.0,33.1
40,Egypt,1.0,11,MOSTAFAZICO,9630.4,3005.7,4231.7,1575.0,627.2,190.8,137.0,46.0,31.0
40,Egypt,1.0,13,AHMED FATOUH,11782.2,3737.2,5029.5,1920.8,842.6,252.1,151.0,64.0,30.7
40,Egypt,1.0,14,HAMDY FATHY,4017.7,1630.4,1592.8,494.0,248.9,51.6,43.0,17.0,29.2
40,Egypt,1.0,17,MOHANADLASHIN,11524.8,4423.0,4667.5,1556.4,574.6,303.3,127.0,44.0,31.5
40,Egypt,1.0,19,MARAWAN ATTIA,12502.6,3850.4,5097.8,2451.5,826.2,276.8,195.0,62.0,30.6
40,Egypt,1.0,22,OMARMARMOUSH,7727.3,3157.9,3072.7,862.8,398.2,235.7,67.0,35.0,34.4
40,Egypt,1.0,4,HOSSAMABDELMAGUID,1047.9,424.0,383.0,142.4,83.0,15.4,9.0,8.0,27.5
40,Egypt,1.0,5,RAMYRABIA,6403.0,2547.3,2512.4,934.9,310.0,98.4,72.0,21.0,31.2
40,Egypt,1.0,6,MOHAMEDABDELMONEIM,363.8,45.8,149.1,106.4,50.4,12.1,11.0,4.0,26.1
40,Egypt,1.0,7,TREZEGUET,2941.4,1098.1,1022.0,464.5,217.3,139.5,42.0,21.0,32.7
40,Egypt,1.0,9,HAMZA ABDELKARIM,2747.8,925.2,1055.0,413.9,207.9,145.7,33.0,18.0,29.1
40,Egypt,1.0,25,ZIZO,1841.2,490.0,770.0,203.9,158.1,219.2,15.0,9.0,32.6
41,Senegal,1.0,16,Edouard MENDY,3734.3,2917.1,733.8,81.5,2.0,,7.0,,20.5
41,Senegal,1.0,3,KalidouKOULIBALY,6653.6,2771.3,2520.1,996.3,249.8,116.1,82.0,17.0,29.8
41,Senegal,1.0,5,IdrissaGanaGUEYE,9877.6,3478.2,4431.0,1289.1,523.0,156.3,114.0,36.0,29.9
41,Senegal,1.0,8,Lamine CAMARA,7530.2,2167.1,2910.1,1369.1,813.2,270.7,110.0,61.0,30.6
41,Senegal,1.0,10,SadioMANE,10185.9,4124.6,4006.9,1270.9,583.7,199.7,108.0,49.0,29.6
41,Senegal,1.0,11,NicolasJACKSON,10873.7,3675.5,4677.6,1515.1,663.7,341.8,132.0,61.0,31.7
41,Senegal,1.0,15,Krepin DIATTA,9970.6,3713.4,4317.3,1173.9,544.7,221.4,100.0,37.0,31.1
41,Senegal,1.0,18,Ismaila SARR,11875.8,3939.8,4963.0,1845.9,752.0,375.1,157.0,58.0,34.5
41,Senegal,1.0,19,MouSsaNIAKHATE,9351.4,3804.1,4246.5,871.2,284.7,144.9,74.0,26.0,30.9
41,Senegal,1.0,25,EI Hadji MalickDlOUF,6644.7,2196.1,2836.3,926.9,395.4,290.0,75.0,32.0,31.0
41,Senegal,1.0,26,Pape GUEYE,6830.7,2119.3,3118.1,1084.3,369.6,139.4,87.0,26.0,31.5
41,Senegal,1.0,23,MoryDIAW,1778.0,1326.0,427.8,24.2,,,2.0,,19.5
41,Senegal,1.0,6,Pathe CISS,3547.9,1479.5,1467.3,437.3,158.9,4.9,34.0,12.0,25.2
41,Senegal,1.0,14,IsmailJAKOBS,5042.1,1373.9,2404.0,761.9,340.1,162.2,67.0,28.0,31.6
41,Senegal,1.0,17,Pape Matar SARR,3215.3,1102.6,1308.1,546.9,231.8,25.9,43.0,14.0,28.2
41,Senegal,1.0,20,Ibrahim MBAYE,4104.7,1659.7,1596.9,536.9,203.8,107.3,52.0,17.0,34.7
44,Jordan,1.0,1,YAZEEDABULAILA,4629.0,3961.6,622.3,31.7,13.5,,3.0,1.0,23.5
44,Jordan,1.0,3,ABDALLAHNASIB,9644.4,3875.4,4227.6,1027.5,365.9,148.1,89.0,29.0,31.4
44,Jordan,1.0,4,HUSAMABUDAHAB,10189.2,3789.3,4843.5,1043.8,385.8,126.7,106.0,33.0,32.0
44,Jordan,1.0,5,YAZANALARAB,9484.4,4001.8,4205.1,868.9,280.1,128.6,78.0,22.0,30.8
44,Jordan,1.0,8,NOORALRAWABDEH,13086.4,3293.0,6420.7,2681.4,566.8,124.5,226.0,43.0,32.3
44,Jordan,1.0,9,ALIOLWAN,10959.5,3679.6,4543.8,1627.3,773.6,335.3,146.0,58.0,32.6
44,Jordan,1.0,10,MOUSAALTAMARI,9158.7,3577.9,3485.2,1102.1,520.5,473.0,93.0,44.0,34.6
44,Jordan,1.0,13,MAHMOUDALMARDI,10324.8,2742.8,4728.7,2064.5,714.8,73.9,189.0,52.0,28.9
44,Jordan,1.0,20,MOHANNADABUTAHA,9717.3,3331.6,4282.2,1438.5,518.0,146.9,119.0,45.0,31.8
44,Jordan,1.0,21,NIZARALRASHDAN,11326.8,3448.0,5654.0,1613.3,444.7,166.8,143.0,31.0,31.1
44,Jordan,1.0,23,EHSAN HADDAD,11202.0,4016.2,4946.1,1549.1,554.5,136.1,146.0,40.0,30.9
44,Jordan,1.0,2,MOHAMMADABUHASHEESH,1660.4,486.5,679.0,253.5,212.1,29.5,25.0,12.0,27.6
44,Jordan,1.0,7,MOHAMMADABUZRAIQ,945.8,219.4,372.2,203.6,104.7,45.8,13.0,9.0,31.4
44,Jordan,1.0,11,ODEHFAKHOURY,2704.0,765.0,1209.5,449.0,250.1,30.3,39.0,16.0,29.0
44,Jordan,1.0,17,SALEEMOBAID,775.8,254.4,363.5,94.6,63.2,,11.0,6.0,24.1
44,Jordan,1.0,24,ALI AZAIZEH,1684.5,479.3,745.0,317.0,109.7,33.4,23.0,8.0,29.9
44,Algeria,1.0,23,Luca ZIDANE,4619.9,3361.4,972.7,204.7,70.3,10.9,18.0,9.0,27.8
44,Algeria,1.0,2,AissaMANDI,10098.3,4488.1,4076.0,1003.9,400.4,129.9,87.0,29.0,30.0
44,Algeria,1.0,6,RamizZERROUKI,5745.3,1776.7,2918.2,759.5,228.2,62.7,61.0,16.0,30.0
44,Algeria,1.0,7,Riyad MAHREZ,9414.1,3085.8,4097.2,1545.7,600.9,84.4,133.0,39.0,31.2
44,Algeria,1.0,9,Amine GOUIRI,9161.8,3785.7,3424.1,1334.4,502.6,114.9,115.0,42.0,29.5
44,Algeria,1.0,10,Fares CHAIBI,11861.3,3606.6,5489.1,1760.7,738.8,266.1,157.0,60.0,30.9
44,Algeria,1.0,14,Hicham BOUDAOUI,5973.1,1721.5,2641.4,1031.5,494.3,84.4,88.0,31.0,29.8
44,Algeria,1.0,15,Rayan AIT-NOURI,9522.4,3605.4,3639.8,1278.3,695.3,303.5,115.0,52.0,33.5
44,Algeria,1.0,17,RafikBELGHALI,11483.7,3746.6,5187.1,1712.3,709.8,127.8,150.0,49.0,30.1
44,Algeria,1.0,21,RamyBENSEBAINI,9371.7,4067.4,3677.0,1001.9,417.1,208.2,80.0,32.0,33.3
44,Algeria,1.0,22,IbrahimMAZA,11862.7,4145.5,5312.8,1722.5,516.8,165.1,149.0,40.0,32.7
44,Algeria,1.0,5,Zineddine BELAID,1471.6,542.4,595.2,217.4,103.0,13.6,18.0,8.0,27.2
44,Algeria,1.0,11,Anis HADJ MOUSSA,2464.6,836.2,1054.7,322.5,168.1,83.0,26.0,17.0,29.4
44,Algeria,1.0,12,NadhirBENBOUALI,5586.1,2065.4,2260.4,774.2,363.9,122.2,66.0,35.0,30.1
44,Algeria,1.0,13,JaouenHADJAM,1599.5,491.1,631.8,256.3,194.9,25.4,20.0,13.0,27.0
44,Algeria,1.0,19,Nabil BENTALEB,6053.9,2051.9,2602.6,917.3,388.2,93.9,80.0,27.0,29.7
45,England,1.0,1,JordanPICKFORD,5818.0,3871.7,1602.0,279.0,53.2,12.2,29.0,5.0,26.6
45,England,1.0,2,Ezri KONSA,9462.7,4429.1,3678.3,944.8,275.0,135.4,80.0,22.0,32.5
45,England,1.0,4,Declan RICE,11072.3,3813.6,4827.6,1491.4,635.0,304.6,136.0,45.0,32.3
45,England,1.0,6,Marc GUEHI,9902.0,3535.9,4794.8,1065.7,341.2,164.3,100.0,27.0,32.6
45,England,1.0,8,ElliotANDERSON,8970.2,2749.9,4111.5,1512.7,492.2,103.9,128.0,38.0,28.6
45,England,1.0,9,Harry KANE,10295.0,4507.4,4098.5,1045.8,511.0,132.3,101.0,33.0,30.8
45,England,1.0,10,JudeBELLINGHAM,8089.1,3290.5,2726.0,1173.8,644.2,254.7,92.0,51.0,30.8
45,England,1.0,18,AnthonyGORDON,7039.2,3359.8,2287.5,799.6,314.9,277.5,56.0,37.0,33.2
45,England,1.0,20,Noni MADUEKE,8184.4,3629.4,3016.2,1011.2,334.1,193.4,95.0,30.0,33.3
45,England,1.0,24,ReeceJAMES,9651.1,4274.5,3797.3,861.8,469.3,248.2,68.0,41.0,33.6
45,England,1.0,25,Djed SPENCE,7157.3,2963.4,2687.2,801.3,413.2,292.2,71.0,36.0,34.0
45,England,1.0,3,Nico OREILLY,3206.2,1135.0,1328.8,459.8,194.1,88.4,37.0,16.0,32.8
45,England,1.0,7,Bukayo SAKA,2981.2,1275.4,1154.3,410.9,104.3,36.2,34.0,9.0,30.0
45,England,1.0,11,MarcusRASHFORD,1492.5,595.4,574.1,177.6,95.4,50.0,16.0,10.0,29.2
45,England,1.0,17,MorganROGERS,2685.4,954.5,1207.4,376.9,111.1,35.5,32.0,10.0,26.6
45,England,1.0,21,Eberechi EZE,2270.2,892.2,1018.0,205.5,146.4,8.1,19.0,9.0,26.7
46,Panama,1.0,22,OrlandoMOSQUERA,4778.7,3653.6,975.3,113.0,36.8,,10.0,4.0,24.2
46,Panama,1.0,2,CesarBLACKMAN,8843.0,3450.7,3672.5,963.0,515.0,241.8,86.0,34.0,32.9
46,Panama,1.0,3,JoseCORDOBA,10033.9,3486.5,4378.4,1378.7,563.0,227.4,111.0,38.0,31.6
46,Panama,1.0,6,CristianMARTINEZ,10681.0,3783.3,4729.4,1274.6,561.5,332.2,112.0,51.0,30.9
46,Panama,1.0,7,JoseLuisRODRIGUEZ,10060.8,3875.7,4067.1,1350.9,484.2,282.8,120.0,42.0,32.3
46,Panama,1.0,11,EdgarYoelBARCENAS,10518.6,3099.0,5131.5,1640.6,544.6,102.9,154.0,40.0,29.5
46,Panama,1.0,13,Jiovany RAMOS,8124.6,3123.5,3462.3,1091.4,338.7,108.7,90.0,24.0,29.6
46,Panama,1.0,14,CarlosHARVEY,11230.9,3204.6,5540.1,1735.5,651.7,99.0,157.0,40.0,28.7
46,Panama,1.0,16,Andres ANDRADE,10029.5,3824.5,4074.7,1405.9,487.9,236.4,108.0,40.0,32.6
46,Panama,1.0,17,JoseFAJARDO,9508.6,2825.2,4179.6,1426.1,663.6,414.1,119.0,53.0,33.2
46,Panama,1.0,23,AmirMURILLO,10206.4,3863.8,3965.0,1233.3,678.1,466.2,98.0,49.0,34.1
46,Panama,1.0,9,TomasRODRIGUEZ,509.3,168.2,210.4,77.5,32.5,20.7,9.0,3.0,30.7
